,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,hit
58,EVERGREEN (YOU DIDN’T DESERVE ME AT ALL),OMAR APOLLO,0.697,0.336,9,-10.395,1,0.0424,0.598,0.00528,0.107,0.31,82.029,216680,0
59,YOU BELONG WITH ME (TAYLOR’S VERSION),TAYLOR SWIFT,0.632,0.773,6,-4.856,1,0.0346,0.0623,0,0.0885,0.474,130.033,231124,0
60,PUSSY & MILLIONS,DRAKE,0.749,0.63,4,-6.652,0,0.116,0.0623,0,0.353,0.445,122.03,242027,0
61,THE PERFECT PAIR,BEABADOOBEE,0.634,0.663,11,-6.818,1,0.0331,0.433,0.124,0.102,0.6,146.053,177533,0
62,CHORRITO PA LAS ANIMAS,FEID,0.743,0.831,8,-4.042,0,0.0584,0.114,6.43E-05,0.35,0.609,95.975,168133,0
63,DRIVERS LICENSE,OLIVIA RODRIGO,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42E-05,0.106,0.137,143.875,242013,1
64,LA BACHATA,MANUEL TURIZO,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98E-06,0.218,0.85,124.98,162638,0
65,GILDED LILY,CULTS,0.4,0.571,11,-6.534,0,0.0288,0.468,3.05E-05,0.519,0.146,61.859,212736,0
66,BAD HABITS,ED SHEERAN,0.807,0.893,11,-3.745,0,0.0347,0.0451,2.79E-05,0.366,0.537,126.011,230747,1
67,AWKWARD,SZA,0.618,0.474,5,-12.097,1,0.0789,0.182,0.000122,0.108,0.397,119.999,178000,0
68,"QUEVEDO: BZRP MUSIC SESSIONS, VOL. 52",BIZARRAP,0.621,0.782,2,-5.548,1,0.044,0.0125,0.033,0.23,0.55,128.033,198938,0
69,HEY MOR,OZUNA,0.901,0.589,1,-6.713,0,0.289,0.00302,0.000237,0.0992,0.399,98.002,196600,0
70,FLOWER SHOPS,ERNEST,0.527,0.461,7,-5.908,1,0.0269,0.118,0,0.0831,0.227,128.153,214405,0
71,GOOD DAYS,SZA,0.461,0.651,1,-8.81,0,0.0568,0.418,1.26E-05,0.782,0.383,121.07,278480,1
72,NEED TO KNOW,DOJA CAT,0.664,0.609,1,-6.509,1,0.0707,0.304,0,0.0926,0.194,130.041,210560,1
73,OPEN ARMS,SZA,0.665,0.59,9,-7.608,1,0.161,0.763,0.0132,0.147,0.216,77.559,239613,0
74,SEEK & DESTROY,SZA,0.651,0.647,1,-5.415,1,0.0654,0.437,0.175,0.205,0.345,152.069,203733,0
75,YOU RIGHT,DOJA CAT,0.828,0.621,8,-6.414,1,0.0565,0.0164,0.00233,0.0845,0.436,128.986,186173,1
76,"WOULD'VE, COULD'VE, SHOULD'VE",TAYLOR SWIFT,0.483,0.84,7,-6.508,1,0.119,0.43,0.000575,0.146,0.55,157.979,260362,0
77,THE GREAT WAR,TAYLOR SWIFT,0.573,0.741,5,-8.987,1,0.0353,0.219,2.23E-05,0.0842,0.554,96.016,240356,0
78,SNOW ON THE BEACH,TAYLOR SWIFT,0.663,0.319,9,-13.481,1,0.0375,0.69,0.000993,0.117,0.193,109.957,256124,0
79,DIE FOR YOU,JOJI,0.472,0.518,8,-7.379,1,0.051,0.383,0.127,0.289,0.154,147.805,211667,1
80,FIRST CLASS,JACK HARLOW,0.902,0.582,5,-5.902,0,0.109,0.111,3.18E-06,0.111,0.332,107.005,173948,1
81,AMERICA HAS A PROBLEM,BEYONCÉ,0.789,0.614,1,-6.491,1,0.0579,0.00348,0.00152,0.283,0.108,126.035,198898,0
82,AIN'T SHIT,DOJA CAT,0.855,0.488,3,-4.601,1,0.208,0.506,0,0.347,0.619,124.097,174253,0
83,KISS ME MORE,DOJA CAT,0.764,0.705,8,-3.463,1,0.0284,0.259,8.92E-05,0.12,0.781,110.97,208667,1
84,BONES,IMAGINE DRAGONS,0.773,0.742,5,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,165265,1
